theme_id|theme_name|trigger_keywords|genre|mood|copy|source_status|created_date|source_issue|creation_angle|approved_status|last_recommended_date|content_search_terms|generation_model
T151|보고 나면 부모님께 전화하고 싶은|부모,가족,사랑,희생,감동|가족,드라마|뭉클함|가장 가까워서 몰랐던 마음|LEGACY_UNVERIFIED||||UNVERIFIED|||
T152|서툰 아버지의 사랑법|아버지,자녀,가족,화해,성장|가족,드라마|따뜻함|말하지 못했던 아버지의 진심|LEGACY_UNVERIFIED||||UNVERIFIED|||
T153|엄마의 두 번째 인생|엄마,여성,도전,자립,가족|드라마,휴먼|희망적|누군가의 엄마가 아닌 나로 살기|LEGACY_UNVERIFIED||||UNVERIFIED|||
T154|형제자매라서 가능한 이야기|형제,자매,가족,갈등,화해|가족,코미디|공감|싸워도 결국 내 편인 사람들|LEGACY_UNVERIFIED||||UNVERIFIED|||
T155|낯선 이들이 가족이 되는 과정|공동체,가족,인연,치유,연대|휴먼,드라마|따뜻함|피보다 진한 마음으로 맺어진 가족|LEGACY_UNVERIFIED||||UNVERIFIED|||
T156|반려동물이 이어준 인연|반려동물,강아지,고양이,인연,힐링|가족,힐링|포근함|작은 친구가 가져온 커다란 변화|LEGACY_UNVERIFIED||||UNVERIFIED|||
T157|할머니의 찬란했던 청춘|할머니,청춘,추억,가족,인생|휴먼,드라마|아련함|누구에게나 빛나던 시절이 있었다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T158|아픈 기억을 보듬는 사람들|상처,치유,트라우마,공감,연대|휴먼,드라마|위로|서로의 상처에 조용히 건네는 손|LEGACY_UNVERIFIED||||UNVERIFIED|||
T159|마지막까지 지키고 싶은 약속|약속,이별,가족,희생,감동|드라마,휴먼|애틋함|시간이 지나도 사라지지 않는 약속|LEGACY_UNVERIFIED||||UNVERIFIED|||
T160|다시 시작하는 인생 2막|재기,도전,중년,성장,희망|휴먼,드라마|희망적|늦었다고 생각한 순간 시작되는 이야기|LEGACY_UNVERIFIED||||UNVERIFIED|||
T161|교실 밖에서 배우는 청춘|학교,청춘,우정,성장,도전|청춘,드라마|싱그러움|정답 없는 세상을 배우는 아이들|LEGACY_UNVERIFIED||||UNVERIFIED|||
T162|꿈을 포기하지 않은 연습생들|연습생,아이돌,꿈,경쟁,성장|음악,청춘|열정적|무대에 오르기 위한 빛나는 시간|LEGACY_UNVERIFIED||||UNVERIFIED|||
T163|첫 직장에서 살아남기|신입사원,직장,성장,동료,도전|오피스,드라마|공감|서툴지만 단단해지는 사회생활|LEGACY_UNVERIFIED||||UNVERIFIED|||
T164|실패해도 다시 뛰는 선수들|스포츠,선수,도전,실패,재기|스포츠,드라마|벅참|넘어져도 경기는 끝나지 않는다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T165|우리들의 뜨거운 밴드|밴드,음악,청춘,우정,공연|음악,청춘|열정적|음악 하나로 연결된 청춘들|LEGACY_UNVERIFIED||||UNVERIFIED|||
T166|동네를 지키는 작은 영웅들|동네,공동체,청춘,정의,우정|청춘,코미디|유쾌함|거창하지 않아 더 멋진 영웅들|LEGACY_UNVERIFIED||||UNVERIFIED|||
T167|어른이 되기 직전의 여름|여름,청춘,첫사랑,우정,이별|청춘,로맨스|아련함|다시는 돌아오지 않을 우리들의 계절|LEGACY_UNVERIFIED||||UNVERIFIED|||
T168|경쟁 속에서 피어난 우정|경쟁,라이벌,우정,성장,화해|청춘,드라마|뜨거움|이기고 싶었지만 함께 성장했다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T169|세상을 바꾸려는 젊은 창업가들|창업,도전,청춘,실패,성공|청춘,오피스|희망적|아이디어 하나로 시작된 무모한 도전|LEGACY_UNVERIFIED||||UNVERIFIED|||
T170|상처 입은 아이들의 연대|학교폭력,청춘,상처,우정,극복|청춘,드라마|묵직함|혼자가 아니기에 맞설 수 있었다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T171|새벽에 보면 더 무서운 이야기|새벽,공포,귀신,괴담,저주|공포,미스터리|공포|불을 끄기 전에 마음의 준비를 하세요|LEGACY_UNVERIFIED||||UNVERIFIED|||
T172|버려진 병원의 비밀|폐병원,실종,귀신,탐사,공포|공포,스릴러|음산함|아무도 없는 병원에서 들려오는 소리|LEGACY_UNVERIFIED||||UNVERIFIED|||
T173|일상에 스며든 기묘한 공포|일상,공포,이웃,불안,괴이|공포,미스터리|서늘함|평범한 하루가 조금씩 이상해진다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T174|절대 열어서는 안 되는 방|밀실,금지,저주,비밀,공포|공포,스릴러|압박감|문 뒤에 숨겨진 끔찍한 진실|LEGACY_UNVERIFIED||||UNVERIFIED|||
T175|산속에서 길을 잃은 사람들|산,조난,괴물,생존,공포|공포,생존|고립감|지도에도 없는 길로 들어섰다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T176|죽은 사람에게서 온 메시지|메시지,죽음,휴대전화,저주,미스터리|공포,미스터리|기괴함|답장하는 순간 공포가 시작된다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T177|아무도 믿지 않는 목격담|목격,괴담,실종,진실,공포|공포,스릴러|불안함|그날 밤 본 것은 사람이 아니었다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T178|우리 집에 누군가 살고 있다|집,침입자,기척,비밀,공포|공포,스릴러|긴장감|혼자 있는데 혼자가 아닌 느낌|LEGACY_UNVERIFIED||||UNVERIFIED|||
T179|전염되는 저주의 시작|저주,전염,죽음,추적,공포|공포,미스터리|절박함|다음 차례가 되기 전에 막아야 한다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T180|살기 위해 괴물이 된 사람들|괴물,생존,인간성,재난,공포|공포,재난|잔혹함|진짜 괴물은 누구인가|LEGACY_UNVERIFIED||||UNVERIFIED|||
T181|떠나고 싶게 만드는 여행|여행,풍경,휴가,힐링,자유|여행,다큐멘터리|청량함|화면 너머로 먼저 떠나는 여행|LEGACY_UNVERIFIED||||UNVERIFIED|||
T182|혼자라서 더 좋은 여행|혼행,자유,도전,풍경,힐링|여행,라이프|평온함|나에게 집중하는 가장 좋은 방법|LEGACY_UNVERIFIED||||UNVERIFIED|||
T183|골목마다 맛있는 세계여행|골목,맛집,음식,여행,문화|여행,음식|즐거움|한 접시에 담긴 낯선 도시의 매력|LEGACY_UNVERIFIED||||UNVERIFIED|||
T184|자연 속에서 쉬어가는 시간|자연,숲,바다,휴식,힐링|다큐멘터리,라이프|평온함|잠시 멈춰도 괜찮은 풍경|LEGACY_UNVERIFIED||||UNVERIFIED|||
T185|시골에서 찾은 새로운 삶|귀촌,시골,자급자족,자연,일상|라이프,휴먼|소박함|도시를 떠나 비로소 찾은 행복|LEGACY_UNVERIFIED||||UNVERIFIED|||
T186|동물들의 경이로운 세계|동물,자연,생태,야생,다큐|자연,다큐멘터리|경이로움|인간이 몰랐던 지구의 또 다른 주인공|LEGACY_UNVERIFIED||||UNVERIFIED|||
T187|장인의 손끝에서 탄생하다|장인,기술,전통,제작,직업|다큐멘터리,휴먼|진중함|시간과 정성이 만든 단 하나의 작품|LEGACY_UNVERIFIED||||UNVERIFIED|||
T188|집을 바꾸면 삶이 달라진다|인테리어,집,공간,리모델링,라이프|라이프,예능|산뜻함|머물고 싶은 공간을 만드는 방법|LEGACY_UNVERIFIED||||UNVERIFIED|||
T189|오늘은 내가 요리사|요리,레시피,집밥,도전,음식|음식,예능|즐거움|따라 하고 싶은 맛있는 한 끼|LEGACY_UNVERIFIED||||UNVERIFIED|||
T190|아무것도 하지 않는 휴식|휴식,명상,자연,힐링,느림|힐링,라이프|편안함|바쁜 마음을 잠시 내려놓는 시간|LEGACY_UNVERIFIED||||UNVERIFIED|||
T191|대한민국을 뒤흔든 실제 사건|실제사건,범죄,수사,기록,사회|다큐멘터리,범죄|묵직함|기록을 통해 다시 마주하는 그날|LEGACY_UNVERIFIED||||UNVERIFIED|||
T192|역사를 바꾼 결정적 하루|역사,사건,인물,결정,기록|역사,다큐멘터리|웅장함|오늘을 만든 과거의 결정적 순간|LEGACY_UNVERIFIED||||UNVERIFIED|||
T193|천재들의 비범한 선택|천재,과학,예술,발명,인물|다큐멘터리,휴먼|지적|세상을 다르게 본 사람들의 이야기|LEGACY_UNVERIFIED||||UNVERIFIED|||
T194|알고 보면 더 재미있는 명작|명작,해설,분석,감독,연출|영화,다큐멘터리|지적|장면 뒤에 숨겨진 의미를 발견하다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T195|원작과 영상의 결정적 차이|원작,웹툰,소설,각색,비교|드라마,영화|흥미로움|같은 이야기, 서로 다른 매력|LEGACY_UNVERIFIED||||UNVERIFIED|||
T196|시대를 앞서간 여성들|여성,역사,도전,인물,선구자|역사,휴먼|고양감|세상의 기준을 바꾼 용기|LEGACY_UNVERIFIED||||UNVERIFIED|||
T197|한 장면을 완성한 사람들|촬영,연출,제작,스태프,비하인드|다큐멘터리,영화|몰입감|카메라 뒤에서 탄생한 놀라운 순간|LEGACY_UNVERIFIED||||UNVERIFIED|||
T198|실패에서 시작된 위대한 성공|실패,도전,성공,재기,인물|휴먼,다큐멘터리|희망적|넘어졌기에 더 멀리 간 사람들|LEGACY_UNVERIFIED||||UNVERIFIED|||
T199|우리 사회의 불편한 질문|사회,갈등,인권,정의,현실|사회,다큐멘터리|진지함|외면할 수 없는 오늘의 이야기|LEGACY_UNVERIFIED||||UNVERIFIED|||
T200|미래를 바꿀 새로운 기술|미래,기술,AI,로봇,혁신|과학,다큐멘터리|호기심|다가올 세상을 먼저 만나다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T201|시간을 뒤집는 이야기|시간여행,시간반복,시간,과거,미래|SF/판타지|몰입감|시간의 규칙이 무너지는 순간|LEGACY_UNVERIFIED||||UNVERIFIED|||
T202|멀티버스에서 만난 또 다른 나|멀티버스,평행세계,세계관,히어로,가족|SF/판타지|경이로움|무한한 세계 속 또 다른 선택|LEGACY_UNVERIFIED||||UNVERIFIED|||
T203|우주에서 살아남는 법|우주,생존,과학,외계인,구조|SF/드라마|긴장감|끝없는 우주에서 돌아오기 위한 사투|LEGACY_UNVERIFIED||||UNVERIFIED|||
T204|인공지능은 마음을 가질까|AI,로봇,인간,감정,미래|SF/드라마|사색적|기계와 인간의 경계에 관한 질문|LEGACY_UNVERIFIED||||UNVERIFIED|||
T205|외계 생명체와의 첫 만남|외계인,우주,SF,과학,세계관|SF/미스터리|신비로움|인류가 처음 마주한 낯선 존재|LEGACY_UNVERIFIED||||UNVERIFIED|||
T206|미래 도시의 어두운 얼굴|미래,디스토피아,사이보그,기술,사회|SF/스릴러|암울함|찬란한 기술 뒤에 숨은 미래|LEGACY_UNVERIFIED||||UNVERIFIED|||
T207|과학이 불러온 재앙|과학,실험,재난,괴물,감염|SF/재난|긴박함|통제할 수 없는 실험이 시작됐다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T208|세상이 끝난 뒤의 사람들|종말,재난,생존,폐허,인간성|재난/드라마|비장함|모든 것이 무너진 뒤 남은 희망|LEGACY_UNVERIFIED||||UNVERIFIED|||
T209|감염에서 살아남아라|감염,좀비,생존,탈출,재난|재난/스릴러|긴장감|번지는 공포보다 빠르게 도망쳐라|LEGACY_UNVERIFIED||||UNVERIFIED|||
T210|괴물보다 무서운 인간|괴물,생존,욕망,인간성,배신|공포/드라마|서늘함|위기 속에서 드러나는 인간의 본성|LEGACY_UNVERIFIED||||UNVERIFIED|||
T211|단서를 따라 범인을 찾아라|탐정,추리,단서,살인,용의자|추리/미스터리|지적 긴장|작은 단서 하나가 밝히는 진실|LEGACY_UNVERIFIED||||UNVERIFIED|||
T212|완벽한 알리바이의 허점|알리바이,추리,범죄,반전,증거|추리/범죄|짜릿함|완벽한 거짓말을 무너뜨릴 한 조각|LEGACY_UNVERIFIED||||UNVERIFIED|||
T213|프로파일러의 머릿속|프로파일러,연쇄살인,심리,수사,범죄|범죄/수사|묵직함|범인의 마음속으로 들어가는 수사|LEGACY_UNVERIFIED||||UNVERIFIED|||
T214|기억을 믿을 수 없는 사건|기억상실,기억,반전,미스터리,심리|미스터리/스릴러|불안함|내 기억이 거짓이라면|LEGACY_UNVERIFIED||||UNVERIFIED|||
T215|닫힌 공간의 살인사건|밀실,살인,용의자,추리,반전|추리/스릴러|압박감|빠져나갈 수 없는 공간의 범인|LEGACY_UNVERIFIED||||UNVERIFIED|||
T216|미제사건을 다시 열다|미제사건,재수사,형사,단서,진실|범죄/수사|집요함|끝나지 않은 사건을 다시 추적하다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T217|형사와 범인의 심리전|형사,범인,심리,수사,두뇌싸움|범죄/스릴러|긴장감|서로의 다음 수를 읽는 두 사람|LEGACY_UNVERIFIED||||UNVERIFIED|||
T218|실종된 사람을 찾아서|실종,추적,가족,비밀,수사|미스터리/드라마|절박함|사라진 흔적 끝에 감춰진 진실|LEGACY_UNVERIFIED||||UNVERIFIED|||
T219|거짓말로 얽힌 가족|가족,거짓말,비밀,반전,욕망|미스터리/드라마|불안함|가장 가까운 사람들이 숨긴 비밀|LEGACY_UNVERIFIED||||UNVERIFIED|||
T220|평화로운 동네의 비밀|동네,마을,비밀,살인,미스터리|미스터리/범죄|음산함|모두가 무언가를 감추는 마을|LEGACY_UNVERIFIED||||UNVERIFIED|||
T221|악당을 잡는 더 나쁜 사람들|악당,범죄,복수,액션,안티히어로|범죄/액션|통쾌함|악에는 악으로 맞선다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T222|법으로 못 잡으면 직접 잡는다|자경단,복수,정의,범죄,사이다|액션/범죄|통쾌함|법망을 빠져나간 악인을 응징하다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T223|잠입수사의 위험한 유혹|잠입,경찰,조직,배신,범죄|범죄/느와르|긴장감|정체를 잃어가는 위험한 작전|LEGACY_UNVERIFIED||||UNVERIFIED|||
T224|마지막까지 쫓고 쫓기는|추격,도주,액션,범죄,긴장|액션/스릴러|박진감|멈추는 순간 모든 것이 끝난다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T225|한 팀이 된 앙숙들|버디,콤비,액션,수사,코미디|액션/코미디|유쾌함|안 맞아서 더 강력한 환장의 콤비|LEGACY_UNVERIFIED||||UNVERIFIED|||
T226|킬러의 마지막 임무|킬러,암살,복수,액션,과거|액션/느와르|비장함|끝내려 했던 과거가 돌아왔다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T227|목숨을 건 인질 협상|인질,협상,테러,긴장,구조|스릴러/범죄|긴박함|단 한 번의 말실수도 허락되지 않는다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T228|국가를 뒤흔든 음모|정치,음모,권력,암살,첩보|정치/스릴러|묵직함|권력의 중심에서 시작된 거대한 음모|LEGACY_UNVERIFIED||||UNVERIFIED|||
T229|스파이들의 이중생활|스파이,첩보,비밀,배신,작전|첩보/액션|긴장감|누구도 믿을 수 없는 극비 세계|LEGACY_UNVERIFIED||||UNVERIFIED|||
T230|거대한 범죄를 설계하다|강도,범죄,계획,팀워크,반전|범죄/스릴러|짜릿함|치밀한 계획으로 완성하는 한탕|LEGACY_UNVERIFIED||||UNVERIFIED|||
T231|직장인의 사이다 반격|직장,상사,갑질,사이다,성장|오피스/코미디|통쾌함|참아온 직장인의 시원한 한 방|LEGACY_UNVERIFIED||||UNVERIFIED|||
T232|회사를 바꾸는 괴짜 리더|직장,리더십,팀워크,성장,회사|오피스/드라마|고양감|틀을 깨는 리더가 조직을 바꾼다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T233|신입사원의 생존 매뉴얼|신입사원,직장,성장,동료,공감|오피스/드라마|공감|서툴지만 조금씩 단단해지는 시간|LEGACY_UNVERIFIED||||UNVERIFIED|||
T234|일과 사랑 사이|직장,로맨스,커리어,사랑,현실|오피스/로맨스|설렘|퇴근 후에도 끝나지 않는 마음|LEGACY_UNVERIFIED||||UNVERIFIED|||
T235|성공 뒤에 숨은 욕망|성공,욕망,기업,권력,배신|드라마/스릴러|강렬함|정상에 오르기 위해 버린 것들|LEGACY_UNVERIFIED||||UNVERIFIED|||
T236|재벌가의 상속 전쟁|재벌,상속,가족,권력,욕망|재벌/드라마|자극적|가족보다 돈이 먼저인 사람들|LEGACY_UNVERIFIED||||UNVERIFIED|||
T237|회사의 비리를 파헤쳐라|비리,직장,감사팀,수사,사이다|오피스/수사|통쾌함|장부 속에 숨은 거대한 거짓말|LEGACY_UNVERIFIED||||UNVERIFIED|||
T238|장인의 세계|장인,기술,직업,열정,도전|휴먼/다큐|진중함|한 분야를 끝까지 파고든 사람들|LEGACY_UNVERIFIED||||UNVERIFIED|||
T239|꿈을 좇는 창업가들|창업,도전,실패,성공,청춘|오피스/청춘|희망적|아이디어 하나로 세상에 뛰어들다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T240|퇴사를 꿈꾸는 사람들|퇴사,직장,인생,도전,공감|오피스/휴먼|후련함|회사 밖에서 다시 찾는 나의 삶|LEGACY_UNVERIFIED||||UNVERIFIED|||
T241|법정에서 뒤집는 마지막 증거|법정,변호사,증거,반전,정의|법정/드라마|짜릿함|판결 직전 나타난 결정적 증거|LEGACY_UNVERIFIED||||UNVERIFIED|||
T242|약자를 위해 싸우는 변호사|변호사,법정,약자,정의,휴먼|법정/휴먼|따뜻함|돈보다 사람을 선택한 변호사들|LEGACY_UNVERIFIED||||UNVERIFIED|||
T243|검찰과 권력의 위험한 거래|검사,권력,비리,정치,범죄|법정/스릴러|묵직함|정의와 출세 사이에서 내린 선택|LEGACY_UNVERIFIED||||UNVERIFIED|||
T244|이혼 법정의 현실|이혼,부부,변호사,법정,현실|법정/드라마|현실적|사랑이 끝난 뒤 시작되는 이야기|LEGACY_UNVERIFIED||||UNVERIFIED|||
T245|누명을 벗기 위한 싸움|누명,법정,수사,탈출,진실|법정/스릴러|절박함|잃어버린 이름을 되찾기 위한 추적|LEGACY_UNVERIFIED||||UNVERIFIED|||
T246|소년범죄를 바라보는 시선|소년범죄,법정,사회,판사,정의|법정/사회|진지함|처벌과 구원 사이의 어려운 질문|LEGACY_UNVERIFIED||||UNVERIFIED|||
T247|병원에서 피어나는 기적|병원,의사,환자,치유,감동|의학/휴먼|따뜻함|삶의 마지막 순간까지 포기하지 않는다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T248|천재 의사의 외로운 싸움|의사,천재,수술,병원,성장|의학/드라마|긴장감|불가능한 수술에 도전하는 사람|LEGACY_UNVERIFIED||||UNVERIFIED|||
T249|환자를 지키는 응급실|응급실,의사,간호사,생명,팀워크|의학/휴먼|긴박함|매 순간 생명을 선택해야 하는 곳|LEGACY_UNVERIFIED||||UNVERIFIED|||
T250|마음을 치료하는 사람들|정신건강,치유,상처,병원,공감|의학/휴먼|위로|보이지 않는 상처에 건네는 위로|LEGACY_UNVERIFIED||||UNVERIFIED|||
T251|첫사랑을 다시 만난다면|첫사랑,재회,추억,로맨스,감성|로맨스|아련함|다시 만난 순간 설렘도 돌아왔다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T252|친구에서 연인으로|친구,우정,로맨스,고백,설렘|로맨스|설렘|가장 가까운 사람이 사랑이 되는 순간|LEGACY_UNVERIFIED||||UNVERIFIED|||
T253|현실 연애 보고서|현실연애,이별,공감,관계,로맨스|로맨스|현실적|사랑만으로는 부족한 어른들의 연애|LEGACY_UNVERIFIED||||UNVERIFIED|||
T254|돌고 돌아 다시 우리|재회,이별,후회,로맨스,감성|로맨스|애틋함|헤어진 뒤에야 알게 된 진심|LEGACY_UNVERIFIED||||UNVERIFIED|||
T255|앙숙들의 로맨스|앙숙,로맨스,코미디,케미,설렘|로맨틱코미디|유쾌함|싸우다 보니 사랑에 빠졌다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T256|직장에서 몰래 연애하기|직장,비밀연애,로맨스,오피스,설렘|로맨틱코미디|두근거림|들키면 안 돼서 더 설레는 사랑|LEGACY_UNVERIFIED||||UNVERIFIED|||
T257|계약으로 시작된 사랑|계약,결혼,동거,로맨스,코미디|로맨틱코미디|발랄함|가짜 관계가 진짜 마음이 되기까지|LEGACY_UNVERIFIED||||UNVERIFIED|||
T258|낯선 여행지의 인연|여행,로맨스,만남,인연,감성|로맨스|청량함|여행이 끝나도 계속되는 마음|LEGACY_UNVERIFIED||||UNVERIFIED|||
T259|운명을 거스른 사랑|운명,로맨스,판타지,이별,재회|판타지로맨스|애틋함|정해진 결말을 바꾸려는 두 사람|LEGACY_UNVERIFIED||||UNVERIFIED|||
T260|사랑과 우정 사이|삼각관계,우정,사랑,선택,청춘|로맨스|복잡함|한 사람을 선택해야 하는 순간|LEGACY_UNVERIFIED||||UNVERIFIED|||
T261|연상연하의 설레는 거리|연상연하,로맨스,편견,현실연애,설렘|로맨스|따뜻함|나이보다 마음이 먼저인 사랑|LEGACY_UNVERIFIED||||UNVERIFIED|||
T262|결혼 후에 시작된 연애|부부,결혼,로맨스,가족,관계|로맨스|포근함|함께 사는 법을 다시 배우다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T263|이혼 직전 다시 사랑하기|이혼,부부,재회,후회,가족|로맨스드라마|애틋함|끝이라고 생각한 곳에서 다시 시작하다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T264|스타와 평범한 사람의 사랑|스타,로맨스,신분차이,비밀,설렘|로맨틱코미디|달콤함|서로 다른 세계의 두 사람이 만났다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T265|마법처럼 찾아온 사랑|마법,판타지,로맨스,운명,설렘|판타지로맨스|몽환적|현실에 내려앉은 뜻밖의 사랑|LEGACY_UNVERIFIED||||UNVERIFIED|||
T266|부모님의 몰랐던 청춘|부모,청춘,과거,가족,추억|가족드라마|아련함|부모에게도 빛나는 시절이 있었다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T267|아버지의 서툰 사랑|아버지,자녀,가족,희생,감동|가족드라마|뭉클함|말보다 행동으로 전한 진심|LEGACY_UNVERIFIED||||UNVERIFIED|||
T268|엄마라는 이름 밖의 삶|엄마,여성,도전,자립,가족|휴먼드라마|희망적|누군가의 엄마가 아닌 나로 살기|LEGACY_UNVERIFIED||||UNVERIFIED|||
T269|싸워도 결국 한편인 형제|형제,자매,가족,갈등,화해|가족드라마|공감|미워해도 가장 가까운 사람들|LEGACY_UNVERIFIED||||UNVERIFIED|||
T270|피보다 진한 가족|가족,공동체,인연,치유,연대|휴먼드라마|따뜻함|마음으로 맺어진 새로운 가족|LEGACY_UNVERIFIED||||UNVERIFIED|||
T271|할머니의 찬란한 인생|할머니,노년,청춘,가족,인생|휴먼드라마|아련함|주름마다 새겨진 빛나는 이야기|LEGACY_UNVERIFIED||||UNVERIFIED|||
T272|중년의 다시 시작|중년,재기,도전,인생,성장|휴먼드라마|희망적|늦었다고 생각한 순간이 출발점|LEGACY_UNVERIFIED||||UNVERIFIED|||
T273|반려동물이 이어준 가족|반려동물,동물,가족,힐링,인연|가족드라마|포근함|작은 친구가 가져온 커다란 변화|LEGACY_UNVERIFIED||||UNVERIFIED|||
T274|마지막까지 지킬 약속|약속,가족,이별,희생,감동|휴먼드라마|애틋함|시간이 지나도 사라지지 않는 마음|LEGACY_UNVERIFIED||||UNVERIFIED|||
T275|상처를 보듬는 사람들|상처,치유,공감,연대,위로|휴먼드라마|위로|서로의 아픔에 조용히 건네는 손|LEGACY_UNVERIFIED||||UNVERIFIED|||
T276|우리 동네 사람들|동네,이웃,공동체,일상,휴먼|휴먼드라마|정겨움|평범한 이웃들이 만드는 특별한 하루|LEGACY_UNVERIFIED||||UNVERIFIED|||
T277|세대를 잇는 이야기|세대,가족,부모,자녀,공감|가족드라마|따뜻함|달라도 결국 닮아 있는 우리|LEGACY_UNVERIFIED||||UNVERIFIED|||
T278|가족에게 숨긴 비밀|가족,비밀,거짓말,갈등,화해|가족미스터리|긴장감|가까운 사이일수록 말하지 못한 진실|LEGACY_UNVERIFIED||||UNVERIFIED|||
T279|아이와 함께 성장하는 어른|아이,육아,가족,성장,감동|가족드라마|포근함|아이를 키우며 어른도 자란다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T280|집으로 돌아가는 길|고향,가족,귀향,추억,힐링|휴먼드라마|잔잔함|멀리 떠나야 보이는 소중한 것들|LEGACY_UNVERIFIED||||UNVERIFIED|||
T281|교실에서 시작된 성장|학교,학생,교사,성장,우정|청춘드라마|싱그러움|정답 없는 세상을 배우는 아이들|LEGACY_UNVERIFIED||||UNVERIFIED|||
T282|꿈을 좇는 연습생들|연습생,아이돌,음악,꿈,경쟁|청춘드라마|열정적|무대에 오르기 위한 빛나는 시간|LEGACY_UNVERIFIED||||UNVERIFIED|||
T283|밴드로 연결된 청춘|밴드,음악,청춘,우정,공연|음악드라마|뜨거움|서툰 마음을 음악으로 말하다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T284|실패해도 다시 도전|실패,도전,성장,재기,청춘|청춘드라마|희망적|넘어졌기에 더 멀리 갈 수 있다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T285|경쟁 속에서 피어난 우정|경쟁,라이벌,우정,성장,화해|청춘드라마|벅참|이기고 싶었지만 함께 성장했다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T286|다시는 없을 우리의 여름|여름,청춘,첫사랑,우정,추억|청춘로맨스|청량함|가장 뜨거웠던 계절의 기억|LEGACY_UNVERIFIED||||UNVERIFIED|||
T287|학교를 뒤흔든 비밀|학교,비밀,학생,미스터리,추리|학원미스터리|긴장감|평범한 교실에 숨겨진 진실|LEGACY_UNVERIFIED||||UNVERIFIED|||
T288|상처 입은 아이들의 연대|학교폭력,상처,우정,극복,청춘|청춘드라마|묵직함|혼자가 아니기에 맞설 수 있었다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T289|대학생들의 현실 생존기|대학생,취업,연애,우정,공감|청춘드라마|현실적|꿈과 현실 사이에서 흔들리는 우리|LEGACY_UNVERIFIED||||UNVERIFIED|||
T290|청춘의 첫 직장|신입사원,직장,청춘,성장,동료|오피스드라마|공감|처음이라 서툰 사회생활|LEGACY_UNVERIFIED||||UNVERIFIED|||
T291|궁궐을 뒤흔든 권력 싸움|궁중,왕,권력,정치,배신|사극|강렬함|왕좌를 차지하기 위한 위험한 승부|LEGACY_UNVERIFIED||||UNVERIFIED|||
T292|역사를 바꾼 영웅|역사,영웅,전쟁,희생,실화|역사드라마|웅장함|나라의 운명을 바꾼 결정적 선택|LEGACY_UNVERIFIED||||UNVERIFIED|||
T293|왕보다 강한 여인들|왕비,여성서사,궁중,권력,정치|사극|고양감|궁궐의 규칙을 바꾼 여성들|LEGACY_UNVERIFIED||||UNVERIFIED|||
T294|조선을 뒤흔든 미스터리|조선,사건,추리,궁중,미스터리|사극미스터리|긴장감|역사 기록 밖에 숨겨진 사건|LEGACY_UNVERIFIED||||UNVERIFIED|||
T295|칼끝에서 피어난 사랑|전쟁,로맨스,이별,역사,운명|시대극로맨스|애절함|혼란의 시대에도 사랑은 피어난다|LEGACY_UNVERIFIED||||UNVERIFIED|||
T296|독립을 위해 싸운 사람들|독립운동,역사,저항,희생,실화|역사드라마|비장함|이름 없이 시대를 지킨 사람들|LEGACY_UNVERIFIED||||UNVERIFIED|||
T297|왕의 곁을 지킨 사람들|왕,신하,충성,정치,역사|사극|묵직함|권력과 신념 사이의 선택|LEGACY_UNVERIFIED||||UNVERIFIED|||
T298|역사 속 라이벌|역사,라이벌,권력,전략,전쟁|역사드라마|뜨거움|시대를 나눈 두 사람의 대결|LEGACY_UNVERIFIED||||UNVERIFIED|||
T299|백성을 위한 개혁|개혁,왕,백성,정치,역사|사극|진중함|낡은 세상을 바꾸려는 사람들|LEGACY_UNVERIFIED||||UNVERIFIED|||
